kunde_id,maaned,innlogginger,korttransaksjoner
K110710,2025-09,17,47
K110710,2025-10,21,41
K110710,2025-11,6,32
K110710,2025-12,14,43
K110711,2024-01,10,43
K110711,2024-02,10,27
K110711,2024-03,9,49
K110711,2024-04,15,38
K110711,2024-05,8,45
K110711,2024-06,6,30
K110711,2024-07,6,32
K110711,2024-08,10,33
K110711,2024-09,12,32
K110711,2024-10,8,39
K110711,2024-11,12,30
K110711,2024-12,16,40
K110711,2025-01,13,37
K110711,2025-02,22,49
K110711,2025-03,5,48
K110711,2025-04,8,26
K110711,2025-05,11,38
K110711,2025-06,13,26
K110711,2025-07,12,35
K110711,2025-08,8,30
K110711,2025-09,9,30
K110711,2025-10,7,30
K110711,2025-11,10,34
K110711,2025-12,13,32
K110712,2024-01,11,30
K110712,2024-02,5,27
K110712,2024-03,6,27
K110712,2024-04,8,39
K110712,2024-05,6,26
K110712,2024-06,7,33
K110712,2024-07,11,20
K110712,2024-08,9,26
K110712,2024-09,8,37
K110712,2024-10,6,31
K110712,2024-11,5,26
K110712,2024-12,3,29
K110712,2025-01,4,36
K110712,2025-02,8,31
K110712,2025-03,9,26
K110712,2025-04,13,32
K110712,2025-05,6,24
K110712,2025-06,10,41
K110712,2025-07,7,36
K110712,2025-08,13,19
K110712,2025-09,4,32
K110712,2025-10,4,24
K110712,2025-11,5,29
K110712,2025-12,6,17
K110713,2024-01,27,60
K110713,2024-02,20,75
K110713,2024-03,25,79
K110713,2024-04,18,47
K110713,2024-05,21,79
K110713,2024-06,24,69
K110713,2024-07,20,70
K110713,2024-08,24,68
K110713,2024-09,18,58
K110713,2024-10,21,58
K110713,2024-11,14,62
K110713,2024-12,22,79
K110713,2025-01,20,59
K110713,2025-02,33,79
K110713,2025-03,26,78
K110713,2025-04,34,71
K110713,2025-05,22,84
K110713,2025-06,30,56
K110713,2025-07,16,81
K110713,2025-08,28,75
K110713,2025-09,15,50
K110713,2025-10,20,48
K110713,2025-11,13,47
K110713,2025-12,16,71
K110714,2024-01,19,51
K110714,2024-02,14,50
K110714,2024-03,14,36
K110714,2024-04,14,62
K110714,2024-05,15,43
K110714,2024-06,15,51
K110714,2024-07,7,54
K110714,2024-08,16,45
K110714,2024-09,20,46
K110714,2024-10,11,40
K110714,2024-11,13,39
K110714,2024-12,22,41
K110714,2025-01,14,40
K110714,2025-02,11,54
K110714,2025-03,11,48
K110714,2025-04,11,38
K110714,2025-05,12,42
K110714,2025-06,13,38
K110714,2025-07,16,41
K110714,2025-08,11,48
K110714,2025-09,19,43
K110714,2025-10,14,40
K110714,2025-11,8,34
K110714,2025-12,15,48
K110715,2024-01,9,32
K110715,2024-02,8,17
K110715,2024-03,8,30
K110715,2024-04,5,32
K110715,2024-05,10,34
K110715,2024-06,11,29
K110715,2024-07,6,31
K110715,2024-08,7,31
K110715,2024-09,9,25
K110715,2024-10,12,30
K110715,2024-11,13,42
K110715,2024-12,8,27
K110715,2025-01,11,29
K110715,2025-02,6,32
K110715,2025-03,9,21
K110715,2025-04,7,34
K110715,2025-05,10,38
K110715,2025-06,10,36
K110715,2025-07,8,35
K110715,2025-08,11,24
K110715,2025-09,8,25
K110715,2025-10,10,33
K110715,2025-11,9,34
K110715,2025-12,12,26
K110716,2024-01,24,49
K110716,2024-02,18,38
K110716,2024-03,22,60
K110716,2024-04,9,54
K110716,2024-05,16,50
K110716,2024-06,22,45
K110716,2024-07,17,52
K110716,2024-08,18,43
K110716,2024-09,18,53
K110716,2024-10,11,42
K110716,2024-11,8,51
K110716,2024-12,16,46
K110716,2025-01,22,49
K110716,2025-02,19,48
K110716,2025-03,15,45
K110716,2025-04,14,50
K110716,2025-05,10,43
K110716,2025-06,14,40
K110716,2025-07,9,40
K110716,2025-08,15,45
K110716,2025-09,15,55
K110716,2025-10,15,55
K110716,2025-11,14,34
K110716,2025-12,10,54
K110717,2024-01,6,29
K110717,2024-02,12,35
K110717,2024-03,17,49
K110717,2024-04,11,34
K110717,2024-05,14,53
K110717,2024-06,14,41
K110717,2024-07,10,46
K110717,2024-08,14,42
K110717,2024-09,11,32
K110717,2024-10,12,40
K110717,2024-11,11,28
K110717,2024-12,5,35
K110717,2025-01,7,20
K110717,2025-02,9,36
K110717,2025-03,16,36
K110717,2025-04,11,33
K110717,2025-05,15,45
K110717,2025-06,11,35
K110717,2025-07,20,47
K110717,2025-08,14,37
K110717,2025-09,10,29
K110717,2025-10,2,30
K110717,2025-11,7,43
K110717,2025-12,7,17
K110718,2024-01,9,55
K110718,2024-02,25,62
K110718,2024-03,31,80
K110718,2024-04,27,50
K110718,2024-05,22,55
K110718,2024-06,25,66
K110718,2024-07,16,60
K110718,2024-08,20,53
K110718,2024-09,25,61
K110718,2024-10,24,41
K110718,2024-11,20,68
K110718,2024-12,10,55
K110718,2025-01,14,42
K110718,2025-02,21,58
K110718,2025-03,30,64
K110718,2025-04,20,70
K110718,2025-05,27,62
K110718,2025-06,28,64
K110718,2025-07,15,68
K110718,2025-08,24,59
K110718,2025-09,20,63
K110718,2025-10,15,55
K110718,2025-11,17,66
K110718,2025-12,10,58
K110719,2024-01,7,35
K110719,2024-02,12,23
K110719,2024-03,14,34
K110719,2024-04,16,58
K110719,2024-05,10,40
K110719,2024-06,9,26
K110719,2024-07,5,23
K110719,2024-08,5,28
K110719,2024-09,16,26
K110719,2024-10,10,30
K110719,2024-11,8,36
K110719,2024-12,9,37
K110719,2025-01,12,29
K110719,2025-02,7,32
K110719,2025-03,12,29
K110719,2025-04,7,34
K110719,2025-05,13,34
K110719,2025-06,4,32
K110719,2025-07,10,34
K110719,2025-08,10,26
K110719,2025-09,11,33
K110719,2025-10,11,33
K110719,2025-11,2,30
K110719,2025-12,8,50
K110720,2024-01,13,29
K110720,2024-02,6,28
K110720,2024-03,5,26
K110720,2024-04,11,26
K110720,2024-05,7,27
K110720,2024-06,13,15
K110720,2024-07,6,24
K110720,2024-08,7,28
K110720,2024-09,11,27
K110720,2024-10,6,26
K110720,2024-11,7,31
K110720,2024-12,7,18
K110720,2025-01,8,28
K110720,2025-02,9,36
K110720,2025-03,9,35
K110720,2025-04,7,31
K110720,2025-05,9,24
K110720,2025-06,6,26
K110720,2025-07,4,30
K110720,2025-08,6,32
K110720,2025-09,7,26
K110720,2025-10,7,23
K110720,2025-11,2,23
K110720,2025-12,5,9
K110721,2024-01,6,15
K110721,2024-02,3,16
K110721,2024-03,0,8
K110721,2024-04,1,11
K110721,2024-05,2,17
K110721,2024-06,2,10
K110721,2024-07,2,9
K110721,2024-08,4,11
K110721,2024-09,1,17
K110721,2024-10,3,13
K110721,2024-11,2,8
K110721,2024-12,2,19
K110721,2025-01,1,17
K110721,2025-02,4,16
K110721,2025-03,2,18
K110721,2025-04,5,12
K110721,2025-05,2,18
K110721,2025-06,2,11
K110721,2025-07,1,16
K110721,2025-08,3,13
K110721,2025-09,1,8
K110721,2025-10,1,10
K110721,2025-11,0,13
K110721,2025-12,2,9
K110722,2024-01,3,19
K110722,2024-02,5,24
K110722,2024-03,4,20
K110722,2024-04,8,16
K110722,2024-05,2,17
K110722,2024-06,10,17
K110722,2024-07,5,17
K110722,2024-08,5,16
K110722,2024-09,4,21
K110722,2024-10,4,23
K110722,2024-11,4,23
K110722,2024-12,5,17
K110722,2025-01,3,18
K110722,2025-02,5,21
K110722,2025-03,2,14
K110722,2025-04,6,21
K110722,2025-05,5,16
K110722,2025-06,4,22
K110722,2025-07,5,26
K110722,2025-08,5,12
K110722,2025-09,7,25
K110722,2025-10,4,19
K110722,2025-11,4,17
K110722,2025-12,5,30
K110723,2024-01,1,17
K110723,2024-02,7,19
K110723,2024-03,3,27
K110723,2024-04,3,17
K110723,2024-05,7,20
K110723,2024-06,5,19
K110723,2024-07,5,27
K110723,2024-08,7,16
K110723,2024-09,6,24
K110723,2024-10,4,16
K110723,2024-11,0,15
K110723,2024-12,6,26
K110723,2025-01,1,29
K110723,2025-02,8,18
K110723,2025-03,4,22
K110723,2025-04,8,22
K110723,2025-05,9,28
K110723,2025-06,3,22
K110723,2025-07,3,15
K110723,2025-08,2,16
K110723,2025-09,6,26
K110723,2025-10,4,13
K110723,2025-11,7,24
K110723,2025-12,0,16
K110724,2024-01,26,50
K110724,2024-02,20,60
K110724,2024-03,21,63
K110724,2024-04,38,66
K110724,2024-05,30,69
K110724,2024-06,19,68
K110724,2024-07,21,57
K110724,2024-08,21,60
K110724,2024-09,26,49
K110724,2024-10,27,64
K110724,2024-11,12,61
K110724,2024-12,16,50
K110724,2025-01,27,67
K110724,2025-02,32,63
K110724,2025-03,22,73
K110724,2025-04,15,43
K110724,2025-05,29,71
K110724,2025-06,25,61
K110724,2025-07,23,65
K110724,2025-08,15,53
K110724,2025-09,19,47
K110724,2025-10,15,64
K110724,2025-11,16,54
K110724,2025-12,31,60
K110725,2024-01,26,82
K110725,2024-02,26,61
K110725,2024-03,15,69
K110725,2024-04,25,68
K110725,2024-05,29,64
K110725,2024-06,23,54
K110725,2024-07,34,82
K110725,2024-08,19,73
K110725,2024-09,13,67
K110725,2024-10,28,64
K110725,2024-11,19,65
K110725,2024-12,22,54
K110725,2025-01,38,90
K110725,2025-02,23,73
K110725,2025-03,25,77
K110725,2025-04,23,70
K110725,2025-05,26,73
K110725,2025-06,27,64
K110725,2025-07,27,59
K110725,2025-08,24,88
K110725,2025-09,27,64
K110725,2025-10,25,66
K110725,2025-11,26,66
K110725,2025-12,13,67
K110726,2024-01,25,74
K110726,2024-02,27,65
K110726,2024-03,34,67
K110726,2024-04,29,97
K110726,2024-05,21,82
K110726,2024-06,28,78
K110726,2024-07,35,82
K110726,2024-08,30,87
K110726,2024-09,25,83
K110726,2024-10,22,69
K110726,2024-11,28,48
K110726,2024-12,14,74
K110726,2025-01,36,76
K110726,2025-02,36,70
K110726,2025-03,32,83
K110726,2025-04,31,79
K110726,2025-05,24,81
K110726,2025-06,26,70
K110726,2025-07,24,66
K110726,2025-08,36,80
K110726,2025-09,24,55
K110726,2025-10,27,81
K110726,2025-11,30,53
K110726,2025-12,17,92
K110727,2024-01,37,100
K110727,2024-02,36,84
K110727,2024-03,24,79
K110727,2024-04,35,66
K110727,2024-05,33,79
K110727,2024-06,26,80
K110727,2024-07,25,72
K110727,2024-08,18,73
K110727,2024-09,25,69
K110727,2024-10,36,89
K110727,2024-11,43,102
K110727,2024-12,21,63
K110727,2025-01,25,76
K110727,2025-02,35,74
K110727,2025-03,25,81
K110727,2025-04,36,90
K110727,2025-05,28,70
K110727,2025-06,38,102
K110727,2025-07,33,82
K110727,2025-08,40,83
K110727,2025-09,24,80
K110727,2025-10,25,70
K110727,2025-11,34,71
K110727,2025-12,31,76
K110728,2024-01,12,48
K110728,2024-02,24,40
K110728,2024-03,19,39
K110728,2024-04,20,65
K110728,2024-05,24,58
K110728,2024-06,23,60
K110728,2024-07,25,54
K110728,2024-08,19,44
K110728,2024-09,12,41
K110728,2024-10,20,39
K110728,2024-11,9,48
K110728,2024-12,15,47
K110728,2025-01,16,49
K110728,2025-02,11,46
K110728,2025-03,6,51
K110728,2025-04,18,50
K110728,2025-05,10,46
K110728,2025-06,15,59
K110728,2025-07,9,36
K110728,2025-08,14,55
K110728,2025-09,16,32
K110728,2025-10,16,36
K110728,2025-11,9,41
K110728,2025-12,13,37
K110729,2024-01,3,14
K110729,2024-02,2,22
K110729,2024-03,5,15
K110729,2024-04,3,16
K110729,2024-05,4,25
K110729,2024-06,5,19
K110729,2024-07,5,28
K110729,2024-08,3,22
K110729,2024-09,2,13
K110729,2024-10,4,15
K110729,2024-11,4,19
K110729,2024-12,4,14
K110729,2025-01,4,20
K110729,2025-02,2,23
K110729,2025-03,6,20
K110729,2025-04,5,22
K110729,2025-05,2,21
K110729,2025-06,2,17
K110729,2025-07,2,17
K110729,2025-08,1,20
K110729,2025-09,4,10
K110729,2025-10,2,16
K110729,2025-11,4,20
K110729,2025-12,3,23
K110730,2024-01,18,53
K110730,2024-02,13,39
K110730,2024-03,21,51
K110730,2024-04,19,59
K110730,2024-05,24,65
K110730,2024-06,15,65
K110730,2024-07,19,50
K110730,2024-08,24,64
K110730,2024-09,26,63
K110730,2024-10,13,51
K110730,2024-11,17,63
K110730,2024-12,18,39
K110730,2025-01,22,50
K110730,2025-02,21,57
K110730,2025-03,27,68
K110730,2025-04,21,54
K110730,2025-05,19,68
K110730,2025-06,25,64
K110730,2025-07,22,65
K110730,2025-08,23,62
K110730,2025-09,10,44
K110730,2025-10,12,60
K110730,2025-11,22,44
K110730,2025-12,16,69
K110731,2024-01,16,44
K110731,2024-02,18,67
K110731,2024-03,20,48
K110731,2024-04,16,49
K110731,2024-05,24,44
K110731,2024-06,25,48
K110731,2024-07,18,57
K110731,2024-08,10,45
K110731,2024-09,15,52
K110731,2024-10,18,45
K110731,2024-11,23,44
K110731,2024-12,15,44
K110731,2025-01,16,56
K110731,2025-02,16,47
K110731,2025-03,14,62
K110731,2025-04,25,62
K110731,2025-05,21,44
K110731,2025-06,23,63
K110731,2025-07,21,57
K110731,2025-08,18,56
K110731,2025-09,19,53
K110731,2025-10,7,52
K110731,2025-11,15,49
K110731,2025-12,15,39
K110732,2024-01,9,34
K110732,2024-02,7,50
K110732,2024-03,13,28
K110732,2024-04,14,38
K110732,2024-05,15,31
K110732,2024-06,6,43
K110732,2024-07,12,43
K110732,2024-08,8,25
K110732,2024-09,7,29
K110732,2024-10,10,27
K110732,2024-11,10,27
K110732,2024-12,6,41
K110732,2025-01,11,30
K110732,2025-02,10,32
K110732,2025-03,8,27
K110732,2025-04,10,29
K110732,2025-05,7,39
K110732,2025-06,16,31
K110732,2025-07,6,38
K110732,2025-08,12,35
K110732,2025-09,10,25
K110732,2025-10,7,21
K110732,2025-11,7,31
K110732,2025-12,13,24
K110733,2024-01,4,12
K110733,2024-02,3,9
K110733,2024-03,2,22
K110733,2024-04,4,9
K110733,2024-05,2,16
K110733,2024-06,1,19
K110733,2024-07,4,16
K110733,2024-08,4,21
K110733,2024-09,3,10
K110733,2024-10,3,10
K110733,2024-11,2,12
K110733,2024-12,4,21
K110733,2025-01,1,17
K110733,2025-02,5,21
K110733,2025-03,7,14
K110733,2025-04,1,14
K110733,2025-05,2,12
K110733,2025-06,2,11
K110733,2025-07,6,12
K110733,2025-08,2,16
K110733,2025-09,7,10
K110733,2025-10,2,21
K110733,2025-11,2,20
K110733,2025-12,3,13
K110734,2024-01,0,10
K110734,2024-02,2,8
K110734,2024-03,0,8
K110734,2024-04,1,17
K110734,2024-05,0,8
K110734,2024-06,0,4
K110734,2024-07,5,11
K110734,2024-08,0,9
K110734,2024-09,0,10
K110734,2024-10,0,11
K110734,2024-11,3,8
K110734,2024-12,1,12
K110734,2025-01,3,9
K110734,2025-02,1,8
K110734,2025-03,1,13
K110734,2025-04,0,10
K110734,2025-05,2,14
K110734,2025-06,0,10
K110734,2025-07,0,8
K110734,2025-08,0,8
K110734,2025-09,1,14
K110734,2025-10,1,10
K110734,2025-11,1,7
K110734,2025-12,0,15
K110735,2024-01,5,20
K110735,2024-02,5,18
K110735,2024-03,4,27
K110735,2024-04,7,23
K110735,2024-05,4,19
K110735,2024-06,2,15
K110735,2024-07,10,20
K110735,2024-08,2,20
K110735,2024-09,2,32
K110735,2024-10,2,18
K110735,2024-11,3,10
K110735,2024-12,2,14
K110735,2025-01,9,16
K110735,2025-02,5,23
K110735,2025-03,4,20
K110735,2025-04,2,22
K110735,2025-05,7,16
K110735,2025-06,7,21
K110735,2025-07,6,24
K110735,2025-08,1,27
K110735,2025-09,2,19
K110735,2025-10,8,27
K110735,2025-11,5,23
K110735,2025-12,2,23
K110736,2024-01,16,41
K110736,2024-02,19,46
K110736,2024-03,15,52
K110736,2024-04,14,46
K110736,2024-05,15,42
K110736,2024-06,10,52
K110736,2024-07,19,47
K110736,2024-08,11,44
K110736,2024-09,15,54
K110736,2024-10,17,46
K110736,2024-11,14,62
K110736,2024-12,15,40
K110736,2025-01,14,56
K110736,2025-02,11,49
K110736,2025-03,19,48
K110736,2025-04,14,32
K110736,2025-05,18,36
K110736,2025-06,13,43
K110736,2025-07,20,44
K110736,2025-08,16,51
K110736,2025-09,17,32
K110736,2025-10,17,43
K110736,2025-11,17,51
K110736,2025-12,15,44
K110737,2024-01,14,41
K110737,2024-02,20,43
K110737,2024-03,13,42
K110737,2024-04,20,33
K110737,2024-05,13,42
K110737,2024-06,10,39
K110737,2024-07,17,32
K110737,2024-08,13,43
K110737,2024-09,16,46
K110737,2024-10,12,24
K110737,2024-11,16,37
K110737,2024-12,10,35
K110737,2025-01,9,34
K110737,2025-02,13,38
K110737,2025-03,21,38
K110737,2025-04,13,35
K110737,2025-05,11,51
K110737,2025-06,11,43
K110737,2025-07,8,37
K110737,2025-08,6,39
K110737,2025-09,12,36
K110737,2025-10,13,27
K110737,2025-11,12,45
K110737,2025-12,12,39
K110738,2024-01,20,41
K110738,2024-02,14,33
K110738,2024-03,10,36
K110738,2024-04,11,32
K110738,2024-05,16,37
K110738,2024-06,13,37
K110738,2024-07,17,48
K110738,2024-08,14,35
K110738,2024-09,19,34
K110738,2024-10,12,30
K110738,2024-11,7,32
K110738,2024-12,14,40
K110738,2025-01,13,32
K110738,2025-02,16,29
K110738,2025-03,14,33
K110738,2025-04,9,35
K110738,2025-05,10,34
K110738,2025-06,20,42
K110738,2025-07,8,30
K110738,2025-08,12,24
K110738,2025-09,10,39
K110738,2025-10,12,29
K110738,2025-11,13,32
K110738,2025-12,11,34
K110739,2024-01,16,40
K110739,2024-02,13,48
K110739,2024-03,19,43
K110739,2024-04,14,43
K110739,2024-05,15,50
K110739,2024-06,9,51
K110739,2024-07,13,49
K110739,2024-08,11,46
K110739,2024-09,10,51
K110739,2024-10,13,53
K110739,2024-11,13,46
K110739,2024-12,11,44
K110739,2025-01,11,44
K110739,2025-02,18,43
K110739,2025-03,10,46
K110739,2025-04,12,40
K110739,2025-05,16,47
K110739,2025-06,11,47
K110739,2025-07,20,49
K110739,2025-08,15,44
K110739,2025-09,11,43
K110739,2025-10,8,37
K110739,2025-11,15,30
K110739,2025-12,13,30
K110740,2024-01,15,57
K110740,2024-02,29,66
K110740,2024-03,18,67
K110740,2024-04,35,74
K110740,2024-05,28,59
K110740,2024-06,20,62
K110740,2024-07,20,61
K110740,2024-08,21,66
K110740,2024-09,18,77
K110740,2024-10,17,43
K110740,2024-11,11,65
K110740,2024-12,24,53
K110740,2025-01,22,62
K110740,2025-02,18,52
K110740,2025-03,25,54
K110740,2025-04,14,53
K110740,2025-05,18,49
K110740,2025-06,22,60
K110740,2025-07,28,47
K110740,2025-08,22,55
K110740,2025-09,24,61
K110740,2025-10,15,54
K110740,2025-11,15,43
K110740,2025-12,16,51
K110741,2024-01,31,63
K110741,2024-02,23,67
K110741,2024-03,20,65
K110741,2024-04,21,57
K110741,2024-05,28,67
K110741,2024-06,25,70
K110741,2024-07,31,69
K110741,2024-08,25,70
K110741,2024-09,29,60
K110741,2024-10,21,83
K110741,2024-11,18,60
K110741,2024-12,20,49
K110741,2025-01,16,58
K110741,2025-02,32,59
K110741,2025-03,28,74
K110741,2025-04,20,75
K110741,2025-05,24,75
K110741,2025-06,27,60
K110741,2025-07,20,56
K110741,2025-08,23,67
K110741,2025-09,22,56
K110741,2025-10,28,45
K110741,2025-11,18,55
K110741,2025-12,16,61
K110742,2024-01,15,54
K110742,2024-02,21,60
K110742,2024-03,18,55
K110742,2024-04,19,56
K110742,2024-05,24,51
K110742,2024-06,21,59
K110742,2024-07,12,45
K110742,2024-08,11,46
K110742,2024-09,16,36
K110742,2024-10,18,46
K110742,2024-11,13,52
K110742,2024-12,15,57
K110742,2025-01,20,44
K110742,2025-02,18,59
K110742,2025-03,16,61
K110742,2025-04,17,41
K110742,2025-05,22,47
K110742,2025-06,20,58
K110742,2025-07,15,55
K110742,2025-08,19,40
K110742,2025-09,19,32
K110742,2025-10,21,51
K110742,2025-11,20,44
K110742,2025-12,11,55
K110743,2024-01,22,47
K110743,2024-02,22,57
K110743,2024-03,18,52
K110743,2024-04,31,50
K110743,2024-05,13,53
K110743,2024-06,17,61
K110743,2024-07,16,47
K110743,2024-08,27,57
K110743,2024-09,11,50
K110743,2024-10,12,57
K110743,2024-11,13,52
K110743,2024-12,25,55
K110743,2025-01,10,56
K110743,2025-02,17,61
K110743,2025-03,15,55
K110743,2025-04,28,65
K110743,2025-05,11,53
K110743,2025-06,23,58
K110743,2025-07,22,61
K110743,2025-08,18,44
K110743,2025-09,15,46
K110743,2025-10,9,45
K110743,2025-11,18,53
K110743,2025-12,12,46
K110744,2024-01,10,35
K110744,2024-02,13,50
K110744,2024-03,19,45
K110744,2024-04,12,51
K110744,2024-05,14,52
K110744,2024-06,20,47
K110744,2024-07,21,33
K110744,2024-08,18,35
K110744,2024-09,12,34
K110744,2024-10,17,35
K110744,2024-11,13,40
K110744,2024-12,9,37
K110744,2025-01,9,40
K110744,2025-02,11,30
K110744,2025-03,21,50
K110744,2025-04,14,57
K110744,2025-05,19,39
K110744,2025-06,13,29
K110744,2025-07,20,45
K110744,2025-08,9,40
K110744,2025-09,13,45
K110744,2025-10,15,37
K110744,2025-11,9,38
K110744,2025-12,14,39
K110745,2024-01,15,54
K110745,2024-02,16,72
K110745,2024-03,29,55
K110745,2024-04,11,63
K110745,2024-05,25,54
K110745,2024-06,23,41
K110745,2024-07,25,50
K110745,2024-08,14,53
K110745,2024-09,25,55
K110745,2024-10,19,56
K110745,2024-11,14,47
K110745,2024-12,24,49
K110745,2025-01,15,52
K110745,2025-02,18,58
K110745,2025-03,20,63
K110745,2025-04,24,53
K110745,2025-05,23,46
K110745,2025-06,16,56
K110745,2025-07,18,49
K110745,2025-08,13,45
K110745,2025-09,22,27
K110745,2025-10,11,64
K110745,2025-11,17,50
K110745,2025-12,23,42
K110746,2024-01,16,53
K110746,2024-02,17,38
K110746,2024-03,9,35
K110746,2024-04,11,49
K110746,2024-05,15,35
K110746,2024-06,11,53
K110746,2024-07,15,51
K110746,2024-08,10,40
K110746,2024-09,10,40
K110746,2024-10,8,36
K110746,2024-11,15,41
K110746,2024-12,13,49
K110746,2025-01,20,36
K110746,2025-02,9,39
K110746,2025-03,12,32
K110746,2025-04,8,48
K110746,2025-05,11,40
K110746,2025-06,13,34
K110746,2025-07,23,57
K110746,2025-08,18,49
K110746,2025-09,12,37
K110746,2025-10,10,35
K110746,2025-11,17,36
K110746,2025-12,14,35
K110747,2024-01,14,59
K110747,2024-02,23,62
K110747,2024-03,21,39
K110747,2024-04,19,39
K110747,2024-05,27,59
K110747,2024-06,17,58
K110747,2024-07,23,42
K110747,2024-08,27,46
K110747,2024-09,14,36
K110747,2024-10,9,53
K110747,2024-11,18,45
K110747,2024-12,16,45
K110747,2025-01,20,57
K110747,2025-02,17,53
K110747,2025-03,14,49
K110747,2025-04,16,59
K110747,2025-05,24,53
K110747,2025-06,19,54
K110747,2025-07,24,58
K110747,2025-08,15,62
K110747,2025-09,24,46
K110747,2025-10,11,50
K110747,2025-11,26,37
K110747,2025-12,16,63
K110748,2024-01,25,61
K110748,2024-02,28,66
K110748,2024-03,39,79
K110748,2024-04,29,55
K110748,2024-05,23,69
K110748,2024-06,16,50
K110748,2024-07,17,59
K110748,2024-08,28,78
K110748,2024-09,21,73
K110748,2024-10,21,57
K110748,2024-11,26,74
K110748,2024-12,21,66
K110748,2025-01,26,78
K110748,2025-02,30,68
K110748,2025-03,25,88
K110748,2025-04,23,70
K110748,2025-05,23,78
K110748,2025-06,23,77
K110748,2025-07,21,68
K110748,2025-08,21,60
K110748,2025-09,18,59
K110748,2025-10,22,56
K110748,2025-11,23,64
K110748,2025-12,23,64
K110749,2024-01,18,47
K110749,2024-02,21,43
K110749,2024-03,22,65
K110749,2024-04,16,55
K110749,2024-05,18,50
K110749,2024-06,23,51
K110749,2024-07,12,53
K110749,2024-08,16,43
K110749,2024-09,20,76
K110749,2024-10,19,43
K110749,2024-11,20,43
K110749,2024-12,25,41
K110749,2025-01,15,48
K110749,2025-02,18,56
K110749,2025-03,24,52
K110749,2025-04,22,60
K110749,2025-05,27,77
K110749,2025-06,20,54
K110749,2025-07,10,46
K110749,2025-08,15,46
K110749,2025-09,29,50
K110749,2025-10,22,66
K110749,2025-11,22,53
K110749,2025-12,16,66
K110750,2024-01,9,27
K110750,2024-02,15,19
K110750,2024-03,7,28
K110750,2024-04,6,33
K110750,2024-05,8,28
K110750,2024-06,11,22
K110750,2024-07,13,29
K110750,2024-08,6,21
K110750,2024-09,7,23
K110750,2024-10,2,21
K110750,2024-11,10,29
K110750,2024-12,9,30
K110750,2025-01,10,23
K110750,2025-02,9,31
K110750,2025-03,16,22
K110750,2025-04,12,41
K110750,2025-05,14,25
K110750,2025-06,6,18
K110750,2025-07,7,35
K110750,2025-08,10,29
K110750,2025-09,7,22
K110750,2025-10,10,35
K110750,2025-11,5,34
K110750,2025-12,9,32
K110751,2024-01,15,36
K110751,2024-02,18,39
K110751,2024-03,23,47
K110751,2024-04,12,51
K110751,2024-05,19,52
K110751,2024-06,22,49
K110751,2024-07,21,46
K110751,2024-08,27,43
K110751,2024-09,18,46
K110751,2024-10,9,59
K110751,2024-11,17,49
K110751,2024-12,6,41
K110751,2025-01,13,47
K110751,2025-02,13,31
K110751,2025-03,17,47
K110751,2025-04,17,42
K110751,2025-05,10,37
K110751,2025-06,12,46
K110751,2025-07,13,39
K110751,2025-08,18,37
K110751,2025-09,10,40
K110751,2025-10,12,41
K110751,2025-11,14,49
K110751,2025-12,14,46
K110752,2024-01,19,34
K110752,2024-02,10,52
K110752,2024-03,13,44
K110752,2024-04,11,35
K110752,2024-05,20,39
K110752,2024-06,8,19
K110752,2024-07,14,32
K110752,2024-08,12,41
K110752,2024-09,11,27
K110752,2024-10,14,49
K110752,2024-11,12,46
K110752,2024-12,7,33
K110752,2025-01,14,35
K110752,2025-02,12,27
K110752,2025-03,14,32
K110752,2025-04,18,47
K110752,2025-05,12,41
K110752,2025-06,15,38
K110752,2025-07,11,36
K110752,2025-08,16,47
K110752,2025-09,10,40
K110752,2025-10,8,41
K110752,2025-11,11,35
K110752,2025-12,16,48
K110753,2024-01,29,100
K110753,2024-02,39,98
K110753,2024-03,26,83
K110753,2024-04,36,94
K110753,2024-05,37,118
K110753,2024-06,40,100
K110753,2024-07,31,95
K110753,2024-08,20,75
K110753,2024-09,31,81
K110753,2024-10,37,89
K110753,2024-11,36,97
K110753,2024-12,31,95
K110753,2025-01,38,86
K110753,2025-02,52,93
K110753,2025-03,24,87
K110753,2025-04,44,116
K110753,2025-05,32,90
K110753,2025-06,38,98
K110753,2025-07,30,92
K110753,2025-08,43,86
K110753,2025-09,19,75
K110753,2025-10,27,83
K110753,2025-11,22,82
K110753,2025-12,35,65
K110754,2024-01,11,23
K110754,2024-02,5,19
K110754,2024-03,8,18
K110754,2024-04,7,21
K110754,2024-05,5,17
K110754,2024-06,3,24
K110754,2024-07,5,10
K110754,2024-08,7,24
K110754,2024-09,6,15
K110754,2024-10,4,23
K110754,2024-11,6,14
K110754,2024-12,4,15
K110754,2025-01,7,23
K110754,2025-02,3,17
K110754,2025-03,5,19
K110754,2025-04,5,22
K110754,2025-05,4,23
K110754,2025-06,5,24
K110754,2025-07,7,30
K110754,2025-08,7,20
K110754,2025-09,3,21
K110754,2025-10,4,13
K110754,2025-11,4,23
K110754,2025-12,2,15
K110755,2024-01,20,61
K110755,2024-02,13,52
K110755,2024-03,18,48
K110755,2024-04,26,70
K110755,2024-05,25,43
K110755,2024-06,18,69
K110755,2024-07,18,50
K110755,2024-08,15,60
K110755,2024-09,26,60
K110755,2024-10,17,57
K110755,2024-11,21,49
K110755,2024-12,21,41
K110755,2025-01,19,61
K110755,2025-02,25,54
K110755,2025-03,9,57
